t_s,queued,scheduled,running,completed
0.0,0,0,0,0
2.0,16,0,4,0
4.1,16,0,4,0
6.1,15,0,1,4
8.1,13,0,1,6
10.1,11,1,0,8
12.1,9,1,0,10
14.1,8,0,1,11
16.1,6,0,1,13
21.5,4,0,1,15
23.5,2,0,1,17
25.5,0,0,1,19
27.5,0,0,0,20
