t_s,queued,scheduled,running,completed
0.0,0,0,0,20
2.0,18,0,1,21
4.0,16,0,1,23
6.0,14,0,1,25
8.1,13,0,1,26
10.1,11,0,1,28
12.1,9,0,1,30
14.1,7,0,1,32
16.1,5,1,0,34
18.1,4,0,1,35
20.1,2,0,1,37
25.5,0,0,1,39
27.5,0,0,0,40
