worker_count,job_id,state,duration_s,makespan_s,ideal_makespan_s
2,d8a0b158-27e3-4339-b772-1a4a1c1ae412,COMPLETED,10.24,70.76,100.0
2,37c86752-7618-4559-8c23-984a7444215a,COMPLETED,10.24,70.76,100.0
2,29a54397-bd7b-432a-9221-009b702cbfeb,COMPLETED,10.24,70.76,100.0
2,fae66fa2-7ea0-4690-866b-f391eaeb430e,COMPLETED,10.02,70.76,100.0
2,18e4a764-62a5-487e-b343-070e97f4b851,COMPLETED,10.57,70.76,100.0
2,a11926bd-8063-431c-8e9b-2fdbb5cfa453,COMPLETED,10.05,70.76,100.0
2,affc5c0d-d2a1-4272-8967-e0b332196a07,COMPLETED,13.41,70.76,100.0
2,871079b8-b0cc-492d-9d37-ca6304ec80b3,COMPLETED,10.02,70.76,100.0
2,04444225-9515-4cfb-9f8b-4b9701ac577b,COMPLETED,10.02,70.76,100.0
2,1dffd6f4-aa13-4b13-b7a4-2dd009725e86,COMPLETED,10.02,70.76,100.0
2,9807a286-f049-42db-9f66-20444750314c,COMPLETED,10.02,70.76,100.0
2,8335cfc8-23fd-424a-a9ed-26e617027440,COMPLETED,13.27,70.76,100.0
2,091a295f-c943-4f33-a71b-c3afc4d1491e,COMPLETED,13.27,70.76,100.0
2,8cbb0d70-0f03-47af-aad8-a4cc8be0b564,COMPLETED,13.27,70.76,100.0
2,79d159aa-aa82-4b1a-8f65-74905945d044,COMPLETED,10.02,70.76,100.0
2,11b8fb89-306c-4f74-9348-82b03733fc63,COMPLETED,10.04,70.76,100.0
2,ce9a307a-fef7-405e-954a-69a83e463eae,COMPLETED,10.01,70.76,100.0
2,d035764f-5e24-4205-8c9f-ecc6757be300,COMPLETED,10.02,70.76,100.0
2,dfb70077-bab2-43bd-81c9-d9927c809044,COMPLETED,10.02,70.76,100.0
2,83ba2682-b5cb-4498-b201-b181ec70efc7,COMPLETED,10.01,70.76,100.0
