worker_count,job_id,state,duration_s,makespan_s,ideal_makespan_s
4,0c634426-7121-487c-8704-9bc97c1b155d,COMPLETED,13.49,34.98,50.0
4,cbeb2b9b-cd03-4102-896a-277004dea286,COMPLETED,13.44,34.98,50.0
4,0ae81961-d2de-4e8b-bb65-eab2cd98456e,COMPLETED,13.49,34.98,50.0
4,f48920e0-7f93-4e86-b76b-a76a3b9cf08b,COMPLETED,13.44,34.98,50.0
4,9b54fce8-2b78-4379-9a6b-40178caee09d,COMPLETED,13.36,34.98,50.0
4,00541c20-0795-43a7-9715-689c05902f22,COMPLETED,13.49,34.98,50.0
4,2a39d44f-9ac2-4ecd-88a3-0c4b4ecf3fa4,COMPLETED,13.36,34.98,50.0
4,56d2d4f1-afce-4dc8-9d9c-6e0ed7df8641,COMPLETED,13.35,34.98,50.0
4,0ba12dbc-b1dd-42f2-982a-d6d33c179766,COMPLETED,13.35,34.98,50.0
4,9c3e09ed-b0fa-428d-9033-e80868bb64bd,COMPLETED,13.36,34.98,50.0
4,f0e0d735-7bd1-4aad-aef8-3fa5427640d0,COMPLETED,13.49,34.98,50.0
4,0b26ffe5-036a-4ce5-b124-a7b534637f50,COMPLETED,10.02,34.98,50.0
4,2cb6739b-408d-4615-8682-4251b90e50f4,COMPLETED,10.02,34.98,50.0
4,a3e5e7c0-0804-4197-9e30-43bfe51d67bb,COMPLETED,10.02,34.98,50.0
4,6fa74802-dc1e-445a-b3af-9bc0a118642d,COMPLETED,10.02,34.98,50.0
4,180fe6a5-8557-4040-a89a-a78065fd3547,COMPLETED,10.02,34.98,50.0
4,586d01ba-04ec-4972-8721-93c2326de035,COMPLETED,10.03,34.98,50.0
4,eb14e830-671a-47e1-8c14-e4a3fc3b8366,COMPLETED,10.03,34.98,50.0
4,d86aa3e4-a82a-48b0-9e20-27b7381bfbde,COMPLETED,10.02,34.98,50.0
4,5c644379-db95-4f1b-8817-a7c7bac0cc85,COMPLETED,10.02,34.98,50.0
