t_s,queued,scheduled,running,completed
0.0,0,0,0,64
2.1,0,0,20,64
4.1,0,0,20,64
6.1,0,0,20,64
8.1,0,0,20,64
10.1,0,0,20,64
12.1,0,0,0,84
