t_s,queued,scheduled,running,completed
0.1,1,0,0,44
2.1,9,0,11,44
4.1,9,0,11,44
6.1,9,0,11,44
8.1,9,0,11,44
13.4,9,0,11,44
15.5,4,0,5,55
17.5,4,0,5,55
19.5,4,0,5,55
21.5,4,0,5,55
23.5,4,0,5,55
25.5,0,0,4,60
27.5,0,0,4,60
29.5,0,0,4,60
31.5,0,0,4,60
33.6,0,0,4,60
