t_s,queued,scheduled,running,completed
0.0,1,0,0,0
2.0,16,2,0,2
4.1,14,2,0,4
6.1,12,0,2,6
8.1,10,0,2,8
10.1,7,1,1,11
12.1,4,1,1,14
14.1,1,0,2,17
16.2,0,0,1,19
21.5,0,0,0,20
