t_s,queued,scheduled,running,completed
0.0,0,0,0,20
2.0,16,0,2,22
4.0,12,2,0,26
6.1,10,0,2,28
8.1,6,1,1,32
10.1,4,1,1,34
12.1,1,0,2,37
14.1,0,0,0,40
16.1,0,0,0,40
