t_s,queued,scheduled,running,completed
0.0,0,0,0,0
2.1,18,0,1,1
4.1,17,0,1,2
6.1,15,0,1,4
8.1,13,0,1,6
10.1,12,0,1,7
12.1,10,0,1,9
14.1,8,1,0,11
16.2,7,0,1,12
18.2,5,1,0,14
20.2,4,0,0,16
22.2,2,0,1,17
24.2,1,0,1,18
26.7,0,0,1,19
31.9,0,0,0,20
