t_s,queued,scheduled,running,completed
0.0,1,0,0,40
2.0,16,0,4,40
4.1,16,0,4,40
6.1,16,0,4,40
8.1,16,0,4,40
10.1,16,0,4,40
12.0,12,0,4,44
17.2,12,0,4,44
19.2,12,0,4,44
21.2,12,0,4,44
23.2,12,0,4,44
25.2,8,0,4,48
27.2,8,0,4,48
29.3,8,0,4,48
31.3,8,0,4,48
33.3,8,0,4,48
35.3,4,0,4,52
37.3,4,0,4,52
39.3,4,0,4,52
41.3,4,0,4,52
43.4,4,0,4,52
45.6,0,0,4,56
50.8,0,0,4,56
52.8,0,0,4,56
54.8,0,0,4,56
56.8,0,0,4,56
58.8,0,0,0,60
