t_s,queued,scheduled,running,completed
0.1,1,0,0,60
2.1,12,0,8,60
7.5,12,0,8,60
9.5,12,0,8,60
11.5,12,0,8,60
13.5,12,0,8,60
15.5,4,0,8,68
17.5,4,0,8,68
19.5,4,0,8,68
21.6,4,0,8,68
23.6,4,0,8,68
25.6,0,0,4,76
27.6,0,0,4,76
29.6,0,0,4,76
31.6,0,0,4,76
33.6,0,0,4,76
35.6,0,0,0,80
