worker_count,job_id,state,duration_s,makespan_s,ideal_makespan_s
2,17279daa-5560-42d7-baf1-c686ecd76e04,COMPLETED,10.05,114.57,100.0
2,188c6253-429d-4004-8d43-b388560c582a,COMPLETED,10.29,114.57,100.0
2,40af6395-3269-4022-8cbb-7dd6cca0630a,COMPLETED,10.46,114.57,100.0
2,5d9a3ca1-a11a-403c-8f9f-eb739cf4cd09,COMPLETED,13.23,114.57,100.0
2,37580c0f-0ce9-4df1-88ce-45e02fe5481d,COMPLETED,10.02,114.57,100.0
2,fa20f67c-6d5e-4d3d-9282-d42ee9b27de3,COMPLETED,10.02,114.57,100.0
2,a541cea0-bb77-4517-963b-6c19efcd07d1,COMPLETED,10.02,114.57,100.0
2,fa3bbde6-66d0-49e8-8b09-7836b454df63,COMPLETED,10.02,114.57,100.0
2,c8b0e381-b76c-40b3-91b6-390964607e2d,COMPLETED,13.45,114.57,100.0
2,3a3fb0b2-ef3e-4927-9adb-1ac4fde9b33f,COMPLETED,13.44,114.57,100.0
2,3e16205d-cbc8-4ef5-a6bf-262c836c69a3,COMPLETED,10.02,114.57,100.0
2,722a7e2b-5436-4563-9d75-6e90aa208604,COMPLETED,10.03,114.57,100.0
2,9cd3e3f2-f87a-49ad-b70f-b07e0b271a1a,COMPLETED,10.02,114.57,100.0
2,1b55ae03-dabb-472c-ab55-14285f75e946,COMPLETED,10.03,114.57,100.0
2,91cc46b3-6268-464c-a2a9-8fbdc20d4b39,COMPLETED,13.27,114.57,100.0
2,ed6f99b1-2ec9-4696-bace-d330d24bbf7b,COMPLETED,13.28,114.57,100.0
2,cb4d3e6a-1d6f-4bff-915a-0d128941e268,COMPLETED,10.01,114.57,100.0
2,3f01e024-7037-47c5-b28f-01434642c473,COMPLETED,10.02,114.57,100.0
2,4215d282-1434-4d36-aea8-0b75e1abfd64,COMPLETED,10.02,114.57,100.0
2,19e8e7cd-bc88-49ab-bbe0-83a6c43d7b8c,COMPLETED,10.01,114.57,100.0
